tmdbId,original_title,adult,budget,imdb_id,original_language,revenue,tagline,title,release_date,runtime,overview,belongs_to_collection
9312,Mortal Kombat,0,18000000,tt0113855,en,122195920.0,Nothing In This World Has Prepared You For This.,Mortal Kombat,1995-08-18,101.0,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",Mortal Kombat Collection
577,To Die For,0,20000000,tt0114681,en,21284514.0,All she wanted was a little attention.,To Die For,1995-05-20,106.0,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",None
11861,How To Make An American Quilt,0,10000000,tt0113347,en,23574130.0,There's beauty in the patterns of life.,How To Make An American Quilt,1995-10-06,116.0,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",None
807,Se7en,0,33000000,tt0114369,en,327311859.0,Seven deadly sins. Seven ways to die.,Se7en,1995-09-22,127.0,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",None
10530,Pocahontas,0,55000000,tt0114148,en,346079773.0,An American legend comes to life.,Pocahontas,1995-06-14,81.0,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",Pocahontas Collection
8391,When Night Is Falling,0,0,tt0114916,en,0.0,,When Night Is Falling,1995-05-05,96.0,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.",None
629,The Usual Suspects,0,6000000,tt0114814,en,23341568.0,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,1995-07-19,106.0,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",None
117164,Guardian Angel,0,0,tt0109950,en,0.0,She's no angel of mercy.,Guardian Angel,1994-11-22,93.0,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",None
11448,Mighty Aphrodite,0,15000000,tt0113819,en,6700000.0,,Mighty Aphrodite,1995-09-13,95.0,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",None
49133,Lamerica,0,0,tt0110299,it,0.0,,Lamerica,1994-01-01,116.0,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",None
26441,The Big Green,0,0,tt0112499,en,0.0,The biggest kick of the year!,The Big Green,1995-09-29,100.0,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",None
97406,Georgia,0,0,tt0113158,en,0.0,The toughest act to follow was their dreams.,Georgia,1995-05-19,115.0,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",None
124057,Kids of the Round Table,0,0,tt0113541,en,0.0,,Kids of the Round Table,1997-07-08,89.0,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",None
9089,Home for the Holidays,0,0,tt0113321,en,17519169.0,We'll do it every year..until we get it right,Home for the Holidays,1995-11-02,103.0,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",None
11010,Il postino,0,0,tt0110877,it,0.0,,The Postman,1994-09-22,108.0,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,None
99040,Le confessionnal,0,0,tt0112714,fr,0.0,,The Confessional,1995-09-29,100.0,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",None
11359,The Indian in the Cupboard,0,45000000,tt0113419,en,0.0,,The Indian in the Cupboard,1995-07-14,96.0,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,None
17182,Eye for an Eye,0,20000000,tt0116260,en,0.0,What do you do when justice fails?,Eye for an Eye,1996-01-12,101.0,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",None
2054,Mr. Holland's Opus,0,0,tt0113862,en,106269971.0,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,1995-12-29,137.0,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",None
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,tt0116126,en,0.0,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-12,89.0,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",None
19760,Two If by Sea,0,0,tt0118002,en,0.0,"A new comedy about love, laughter, and larceny",Two If by Sea,1996-01-12,96.0,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",None
9536,Bio-Dome,0,15000000,tt0115683,en,0.0,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,Bio-Dome,1996-01-12,88.0,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",None
11525,Lawnmower Man 2: Beyond Cyberspace,0,0,tt0116839,en,2409225.0,"God made him simple. Science made him a god. Now, he wants revenge.",Lawnmower Man 2: Beyond Cyberspace,1996-01-12,92.0,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",The Lawnmower Man Collection
40628,Two Bits,0,0,tt0114753,en,0.0,You're never too old to believe in a dream. Or too young to make one come true!,Two Bits,1995-10-22,85.0,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",None
4482,Gazon maudit,0,0,tt0113149,fr,0.0,,French Twist,1995-02-08,95.0,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",None
10634,Friday,0,3500000,tt0113118,en,28215918.0,A lot can go down between thursday and saturday...,Friday,1995-04-26,91.0,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",Friday Collection
755,From Dusk Till Dawn,0,19000000,tt0116367,en,25836616.0,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,1996-01-19,108.0,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",From Dusk Till Dawn Collection
11859,Fair Game,0,50000000,tt0113010,en,11534477.0,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,Fair Game,1995-11-03,91.0,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",None
28387,Kicking and Screaming,0,0,tt0113537,en,718490.0,Anxiety loves company.,Kicking and Screaming,1995-10-06,96.0,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",None
48750,Les misérables,0,0,tt0113828,fr,0.0,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",Les Miserables,1995-03-22,175.0,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",None
20927,Bed of Roses,0,0,tt0115644,en,19030691.0,He gave her flowers. She gave him a chance.,Bed of Roses,1996-01-26,87.0,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",None
36929,Big Bully,0,15000000,tt0115676,en,2042530.0,A comedy for the kid in all of us.,Big Bully,1996-01-26,90.0,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",None
9102,Screamers,0,20000000,tt0114367,en,5781885.0,The last scream you hear will be your own.,Screamers,1995-09-08,108.0,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",Screamers Collection
124626,Nico Icon,0,0,tt0113973,en,0.0,,Nico Icon,1995-02-18,70.0,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",None
27526,The Crossing Guard,0,0,tt0112744,en,0.0,"...some lives cross, others collide.",The Crossing Guard,1995-11-15,111.0,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",None
9623,The Juror,0,44000000,tt0116731,en,0.0,There is no defense.,The Juror,1996-02-02,118.0,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",None
46785,بادکنک سفید,0,0,tt0112445,fa,0.0,,The White Balloon,1995-01-01,85.0,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,None
